"Compiled from boardgamegeek.com by Matt Borthwick",gameID,rating
35516,126163,6.5
35516,178900,8
35516,30933,4
35516,15062,3
35516,215,6
35516,133848,4
35516,63268,7
35516,108745,7.5
35516,463,6
35516,25821,8
35516,3076,5.5
35516,27173,5.5
35516,104162,6
35516,92539,7
35516,42215,5
35516,170216,4
35516,17133,5
35516,143741,5
35516,160499,4
35516,40692,4.5
35516,65781,7
35516,71721,4
35516,760,7
35516,31481,7
35516,2655,6
35516,102652,7.5
35516,187645,7
35516,92415,5.5
35516,258,4
35516,22827,5
35516,113924,4
35516,54998,4.5
35516,70919,5.5
35516,21763,6.5
35516,127023,5.5
35516,62219,7
35516,182028,10
35516,66690,10
35516,1294,4
35516,111661,6
35516,157969,5.5
35516,163602,7
35516,139030,6
35516,102680,5.5
35516,2842,3
35516,54043,5
35516,5404,6.5
35516,5405,2.5
35516,21790,4.5
35516,118048,6.5
35516,155426,5
35516,475,6
35516,124708,5
35516,1829,7
35516,4390,2.5
35516,12,6
35516,150312,5.5
35516,175914,7.5
35516,811,5.5
35516,50381,4
35516,97842,5
35516,90419,5
35516,15158,2
35516,823,4
35516,39683,5
35516,164153,5.5
35516,66362,7
35516,73439,8
35516,394,4
35516,320,3
35516,1345,8.5
35516,9217,6.5
35516,822,2.5
35516,124742,7
35516,34119,6.5
35516,140,8
35516,77130,7
35516,34635,6
35516,140620,5
35516,22345,5
35516,15987,8.5
35516,153938,3
35516,155987,6.5
35516,113294,6.5
35516,101721,8.5
35516,144733,7
35516,7854,7
35516,68448,5.5
35516,133473,6
35516,172386,8
35516,120677,7
35516,40849,3.5
35516,150376,4
35516,156009,5
35516,31594,7
35516,37380,4
35516,55660,8.5
35516,2921,4
35516,167791,7.5
35516,50,6.5
35516,128882,8
35516,8051,6
35516,131357,7
35516,55670,7
35516,28023,3
35516,83330,6.5
35516,171668,5
35516,21882,5
35516,891,2
35516,123260,5
35516,1917,5
35516,1406,3.5
35516,37759,5
35516,121408,6
35516,40834,9.5
35516,27627,5
35516,5782,5.5
35516,2952,6.5
35516,9609,5
35516,102794,5
35516,169786,7
35516,84876,8
35516,30380,6.5
35516,125618,6
35516,915,2.5
35516,2452,3
35516,2453,6
35516,62871,4
35516,327,5.5
35516,19237,5
35516,41114,8
35516,59294,7.5
35516,24480,4.5
35516,929,5.5
35516,8098,6
35516,110327,4.5
35516,127398,6
35516,2471,4
35516,2987,4
35516,133038,7
35516,129437,3.5
35516,39856,8.5
35516,138161,4.5
35516,24508,6
35516,132531,7
35516,438,6
35516,68425,7
35516,1465,6.5
35516,155068,5
35516,72125,6.5
35516,147020,5
35516,15818,4
35516,8217,5
35516,40398,4.5
35516,2511,5
35516,205059,7.5
35516,25554,7
35516,79828,7
35516,36218,9.5
35516,21241,7
35516,98778,7
35516,105551,5.5
35516,478,5.5
35516,156129,7.5
35516,20963,6
35516,2807,3
35516,11170,5
35516,45315,8.5
35516,12002,4
35516,13291,5.5
35516,147949,4.5
35516,28143,8.5
35516,166384,7.5
35516,168435,5
35516,29368,6.5
35516,503,6
35516,127060,8
35516,13823,6
35516,18602,6.5
35516,30549,3
36041,9216,10
36041,9217,8.5
36041,4098,3
36041,15363,8
36041,15364,8
36041,70149,4
36041,43015,8
36041,107529,7
36041,10,7.5
36041,11,8
36041,48726,7.5
36041,13,10
36041,12333,7
36041,37904,7.5
36041,18,8
36041,3,7.5
36041,37380,7
36041,27162,9
36041,31260,10
36041,66589,9
36041,2591,6
36041,432,10
36041,127067,8
36041,138788,7.5
36041,100901,7.5
36041,39463,8.5
36041,41,8
36041,59946,8
36041,555,6
36041,125618,7.5
36041,46,7.5
36041,2397,7
36041,28720,10
36041,66098,10
36041,38453,7.5
36041,54,8
36041,521,7.5
36041,72287,5
36041,27708,8.5
36041,40834,10
36041,164928,8
36041,17226,8
36041,21059,8.5
36041,25669,7.5
36041,104006,6
36041,20551,9
36041,176396,7
36041,74,6
36041,93260,8
36041,98,6
36041,590,3
36041,25613,9
36041,36946,7
36041,129622,9
36041,1111,6
36041,27225,6.5
36041,1115,7
36041,93,9
36041,120677,7
36041,16992,6
36041,2083,5
36041,27746,7
36041,51811,10
36041,171623,6
36041,6249,8
36041,103,3
36041,128621,6
36041,77423,8
36041,209010,8
36041,21523,8.5
36041,116,8
36041,24181,7
36041,118,6
36041,105,9.5
36041,10547,8
36041,22141,6
36041,163968,8
36041,3201,6
36041,150658,8
36041,20100,7
36041,53953,10
36041,7717,7
36041,45,5
36041,140,8
36041,12942,7
36041,161936,9
36041,34499,10
36041,14996,7
36041,30869,8
36041,150,7
36041,8217,6
36041,41114,8
36041,97903,7
36041,5,6
36041,69789,7
36041,157354,4
36041,171,6
36041,172,7.5
36041,173,7.5
36041,2223,4
36041,161970,3
36041,158899,6.5
36041,40628,7.5
36041,181,6
36041,37046,8
36041,124361,9
36041,136888,7.5
36041,27833,8
36041,110327,8
36041,699,6
36041,188,4
36041,36218,10
36041,172225,3
36041,134342,8
36041,2807,9
36041,25292,4.5
36041,66188,7
36041,13004,8
36041,12493,7.5
36041,147151,6
36041,146508,6
36041,126163,6
36041,43570,8
36041,15062,9
36041,215,7.5
36041,108745,8
36041,65244,7
36041,25821,10
36041,3076,10
36041,27173,8
36041,12002,5
36041,92539,9
36041,42215,6
36041,170216,8
36041,17133,10
36041,7805,7
36041,24439,7.75
36041,40692,8.5
36041,65781,7
36041,37111,8
36041,760,9
36041,178900,9
36041,2655,7.5
36041,102652,7
36041,42,7.5
36041,143884,7
36041,258,5
36041,21763,7.5
36041,148228,8
36041,54998,7
36041,70919,7
36041,182028,10
36041,66690,10
36041,111661,9
36041,157969,7
36041,172818,7.5
36041,278,9
36041,102680,8
36041,2842,8
36041,47,8.5
36041,5404,7
36041,5405,6
36041,21790,6.5
36041,155426,9
36041,192291,8
36041,1829,6
36041,4390,6
36041,811,6
36041,97842,9
36041,90419,7.5
36041,15158,6
36041,823,7
36041,39683,4.5
36041,66362,6
36041,73439,5
36041,2653,8
36041,320,5
36041,1345,8.5
36041,2651,10
36041,325,10
36041,34119,7
36041,6472,8.5
36041,68425,9
36041,77130,9.5
36041,34635,8
36041,140620,7.5
36041,2381,6
36041,22345,8.5
36041,15987,8
36041,155987,8
36041,113294,8
36041,35677,10
36041,2398,8
36041,822,6
36041,68448,9
36041,63888,7
36041,21348,9
36041,100423,8
36041,40849,8
36041,150376,5
36041,31594,9.5
36041,12,6
36041,167791,9
36041,50,8.5
36041,3955,7
36041,131357,8
36041,28023,5
36041,123540,7
36041,21882,6.5
36041,891,6
36041,123260,9
36041,1917,8
36041,1406,5
36041,37759,7
36041,121408,9
36041,83330,5
36041,5782,7.5
36041,10630,9
36041,1927,4
36041,33160,6
36041,9609,6.5
36041,102794,8
36041,31627,7.5
36041,84876,7
36041,91536,9
36041,915,5.5
36041,12692,5.5
36041,2453,8
36041,62871,7
36041,173346,9
36041,19237,7
36041,122522,6.5
36041,9220,6
36041,205637,9
36041,24480,7.5
36041,138161,9
36041,8098,8.5
36041,2471,3
36041,34219,8
36041,133038,9
36041,39856,7.5
36041,2993,6
36041,132531,10
36041,926,10
36041,438,8
36041,25417,10
36041,1465,9
36041,24508,7
36041,72125,8
36041,27588,8
36041,929,8.5
36041,147020,8
36041,9674,8
36041,21241,8
36041,40398,6
36041,463,10
36041,25554,10
36041,148949,8
36041,31481,5.5
36041,22827,5.5
36041,98778,9
36041,475,9
36041,478,7
36041,96848,10
36041,45315,7.5
36041,327,9
36041,147949,8
36041,28143,10
36041,166384,9
36041,503,7
36041,9209,7.5
36041,18602,8.5
36041,30549,7.5
37860,9216,8
37860,9217,6
37860,39938,8.5
37860,15363,8
37860,9220,7
37860,5,8
37860,43015,6
37860,107529,5.5
37860,10,6
37860,11,6.5
37860,12,6.5
37860,13,8
37860,37904,7.5
37860,22545,9
37860,18,9
37860,3,6.5
37860,7854,8.5
37860,15364,8.5
37860,163602,7.5
37860,181279,7
37860,73761,6.5
37860,115746,9
37860,105551,7.5
37860,41,7
37860,42,7
37860,111661,8
37860,28720,6.5
37860,50,8.5
37860,51,7
37860,54,7
37860,27708,9
37860,176189,7
37860,164928,9
37860,121921,8.5
37860,8203,6.5
37860,36932,5.5
37860,25669,6
37860,20551,8
37860,74,8
37860,93260,10
37860,25613,8
37860,201808,8.5
37860,137297,7
37860,36946,5
37860,127060,5.5
37860,1111,5
37860,88,7
37860,126042,7
37860,127067,8.5
37860,93,9.5
37860,194655,8
37860,183394,8
37860,43111,6
37860,6249,7
37860,112,6
37860,209010,9
37860,21523,8
37860,116,6.5
37860,198773,8
37860,118,6
37860,171131,8
37860,163967,7.5
37860,163968,8
37860,3201,7.5
37860,150658,7.5
37860,46213,7.5
37860,63628,8
37860,161936,9.5
37860,30869,8
37860,150,9
37860,90137,7.5
37860,41114,8
37860,69789,7
37860,18602,7
37860,171,5
37860,172,8.5
37860,173,7.5
37860,2223,2
37860,91312,7.5
37860,161970,9
37860,158899,8
37860,181,4
37860,37046,9
37860,108745,8
37860,27833,7.5
37860,188,5
37860,36218,9.5
37860,2243,3
37860,134342,9
37860,117959,6.5
37860,13004,8
37860,193738,8
37860,12493,9
37860,126163,6.5
37860,30933,5
37860,215,7.5
37860,146652,8
37860,25821,6
37860,7717,7.5
37860,42215,7.5
37860,170216,9.5
37860,12692,3
37860,826,6
37860,100423,7
37860,65781,5
37860,71721,8
37860,136063,8
37860,187645,9
37860,92415,7.5
37860,258,2
37860,205059,8.5
37860,113924,7
37860,54998,8
37860,70919,8
37860,176396,8
37860,1294,4
37860,45,7
37860,157969,9
37860,278,7.5
37860,102680,7
37860,127023,9
37860,5404,8
37860,5405,8.5
37860,21790,5
37860,118048,8
37860,173346,9
37860,4390,6
37860,22827,6
37860,97842,7.5
37860,10547,7.5
37860,2397,4
37860,164153,10
37860,73439,5
37860,394,7.5
37860,320,2
37860,1345,6
37860,325,8
37860,34119,9
37860,6472,7
37860,77130,7
37860,140620,5
37860,155362,8.5
37860,22345,5
37860,2807,7
37860,153938,7
37860,155987,8
37860,101721,8.5
37860,144733,8
37860,2398,5
37860,133473,7.5
37860,172386,8
37860,156009,8
37860,37380,8
37860,55660,8
37860,176494,7
37860,55670,4
37860,28023,8
37860,2425,3
37860,21882,8
37860,92539,6.5
37860,123260,9
37860,143741,7.5
37860,1406,5
37860,83330,7
37860,10630,10
37860,33160,7
37860,9609,9
37860,102794,10
37860,63888,8
37860,19857,8
37860,2452,5
37860,62871,6
37860,129437,8.5
37860,127398,8
37860,2471,6
37860,34219,7.5
37860,25417,7
37860,432,8
37860,43443,6
37860,59294,5.9
37860,438,7
37860,155068,9.5
37860,72125,6.5
37860,124361,7.5
37860,9674,7
37860,37111,7
37860,103885,8
37860,40398,1.5
37860,463,8
37860,148949,7
37860,21241,7.5
37860,98778,7
37860,475,5
37860,478,8
37860,156129,8
37860,483,4
37860,129622,7
37860,119890,7
37860,28143,9.5
37860,166384,9
37860,168435,7
37860,29368,6
37860,503,9
37860,97786,8
37860,13823,8.5
37860,2987,8
37860,24068,8
37860,70149,7.5
37860,521,8
37860,143884,6
37860,91536,9
37860,21763,5.5
37860,27162,9
37860,31260,8
37860,2591,6.5
37860,2651,8.5
37860,138788,5
37860,100901,8
37860,39463,10
37860,59946,8
37860,555,6
37860,66098,5
37860,132531,9
37860,38453,8
37860,59959,8.5
37860,2655,5
37860,121408,8.5
37860,21059,8
37860,104006,5
37860,177736,8.5
37860,147020,7.5
37860,27746,9
37860,590,2.5
37860,96848,8
37860,163412,6.5
37860,48726,8
37860,16986,6
37860,154203,7.5
37860,2653,7.5
37860,72287,5
37860,16992,3
37860,51811,10
37860,146021,9
37860,171623,8
37860,128621,8
37860,77423,7.5
37860,15987,8
37860,24181,5
37860,105,8
37860,22141,8
37860,20100,8.5
37860,161417,7
37860,66188,6.5
37860,12942,8.5
37860,122515,8
37860,123540,6.5
37860,5782,7
37860,122522,8.5
37860,97903,8
37860,92828,7.5
37860,157354,6
37860,30380,6
37860,105134,8.5
37860,131357,7
37860,125618,8.5
37860,70323,9
37860,40628,6.5
37860,136888,8
37860,699,6
37860,15818,6.5
37860,53953,8
37860,34499,6
37860,25292,7
37860,12333,9.5
37860,147151,7.5
37860,146508,10
37860,1115,5
37860,178900,8
37860,15062,9
37860,133848,7.5
37860,124708,8
37860,65244,7.5
37860,19237,9
37860,104162,9
37860,17133,8.5
37860,68425,7.5
37860,7805,7.5
37860,160499,9
37860,40692,8
37860,110327,8.5
37860,760,9.5
37860,31481,9.5
37860,131835,5
37860,39683,4
37860,148228,8
37860,62219,8
37860,182028,8
37860,66690,10
37860,172818,7
37860,14105,9
37860,2842,5
37860,54043,7
37860,2993,8.5
37860,155426,8
37860,192291,8
37860,63268,6
37860,1829,7
37860,204583,5
37860,150312,8
37860,90419,9
37860,15158,8
37860,823,7
37860,169786,8
37860,822,8.5
37860,205637,6
37860,124742,8
37860,140,6.5
37860,17226,8
37860,34635,8
37860,20963,7
37860,113294,8
37860,35677,10
37860,68448,7.5
37860,21348,10
37860,120677,5
37860,150376,9
37860,2921,3
37860,167791,9
37860,128882,7.5
37860,8051,4
37860,24439,10
37860,14996,10
37860,143693,6
37860,1917,3
37860,37759,8
37860,40834,9
37860,98,5
37860,1927,5
37860,31627,10
37860,84876,7.5
37860,147949,8
37860,40849,8.5
37860,915,8
37860,926,6
37860,24480,9
37860,8098,6
37860,327,6.5
37860,27173,8
37860,133038,8
37860,103343,7
37860,39856,8.5
37860,138161,6
37860,97207,8
37860,24508,4
37860,27588,7.5
37860,2381,4
37860,25554,4
37860,79828,7
37860,11170,10
37860,45315,5.5
37860,12002,8
37860,27627,4
37860,31730,5
37860,8217,7
37860,9209,10
37860,3955,7
37860,13308,5
37860,30549,8
38378,9216,7.025
38378,9217,6
38378,39938,6.85
38378,15363,8
38378,24068,6
38378,70149,6.5
38378,43015,5
38378,201808,6.75
38378,107529,6.5
38378,11,3.5
38378,143884,7
38378,13,8
38378,54625,6
38378,37904,6.5
38378,22545,8.5
38378,18,6
38378,3,7
38378,47,6
38378,148228,7
38378,27162,8.5
38378,103343,7.25
38378,31260,7
38378,66589,7.5
38378,5,8.5
38378,2651,8.5
38378,138788,7
38378,100901,6
38378,41,6.25
38378,59946,6.5
38378,555,7
38378,45,7
38378,46,7.25
38378,35677,10
38378,28720,7.25
38378,66098,6.5
38378,43443,6.5
38378,24439,7.5
38378,38453,5
38378,59959,6
38378,40628,8
38378,34219,6.5
38378,164928,6.5
38378,121921,3
38378,17226,6
38378,21059,6
38378,36932,8
38378,104006,7.5
38378,20551,8.5
38378,177736,7.5
38378,176396,7
38378,74,4
38378,97207,8
38378,93260,6
38378,183394,7.75
38378,590,5
38378,25613,10
38378,8203,6
38378,137297,5.75
38378,36946,4.55
38378,9209,7.25
38378,129622,6.5
38378,1111,5
38378,27225,7
38378,126042,6
38378,1115,6.5
38378,93,8
38378,15364,7
38378,2655,5
38378,16992,6
38378,27746,8
38378,51811,7
38378,146021,8.75
38378,6249,6.5
38378,43111,8
38378,163602,6.5
38378,128621,7.5
38378,77423,7
38378,112,6.33
38378,150376,6
38378,209010,7
38378,21523,7.25
38378,116,5
38378,24181,4.5
38378,118,7
38378,105,6.5
38378,171131,7
38378,7805,6
38378,3201,5
38378,150658,7
38378,20100,6.5
38378,46213,6.5
38378,7717,5.45
38378,173346,7.25
38378,63628,7.25
38378,12942,6
38378,161936,8
38378,122515,9
38378,171668,5
38378,30869,6.5
38378,150,7.38
38378,122522,5
38378,69789,6.5
38378,157354,8
38378,171,5
38378,172,6.5
38378,105134,6.5
38378,91312,7
38378,161970,8
38378,91536,6
38378,181,4.5
38378,37046,6.5
38378,108745,8.5
38378,136888,8
38378,27833,8
38378,110327,5.75
38378,699,5.47
38378,188,4
38378,9674,5
38378,198773,6
38378,53953,7
38378,4098,5.5
38378,2243,4.5
38378,134342,6
38378,117959,6
38378,25292,6.5
38378,193738,8.5
38378,66188,7
38378,13004,6.5
38378,12493,8
38378,103885,6.5
38378,146508,6
38378,1234,5
38378,126163,7
38378,178900,8
38378,15062,8.5
38378,215,8
38378,124708,6.5
38378,65244,7
38378,25821,7
38378,3076,5.75
38378,27173,7.5
38378,104162,6.5
38378,42215,7.25
38378,170216,9
38378,70323,7
38378,66362,8
38378,17133,6.5
38378,68425,6
38378,143741,6
38378,42,7.25
38378,40692,7
38378,65781,6.5
38378,119890,9.5
38378,71721,6.75
38378,31481,6.01
38378,136063,6
38378,102652,5.75
38378,187645,7
38378,258,4
38378,22827,7
38378,113924,5
38378,54998,7
38378,21763,5.5
38378,62219,8.5
38378,182028,10
38378,66690,6.5
38378,1294,5
38378,12333,7
38378,172818,7
38378,34499,3.5
38378,102680,8
38378,2842,4
38378,127023,6.5
38378,5404,7.25
38378,155426,7.25
38378,521,4.5
38378,12,8.5
38378,150312,7
38378,175914,7.2
38378,811,5
38378,97842,5.5
38378,2952,5.5
38378,43570,6
38378,2397,5
38378,823,6
38378,164153,7.5
38378,169786,7
38378,73439,8
38378,2653,7
38378,320,7
38378,822,5
38378,325,7
38378,124742,5
38378,34119,8
38378,6472,6.5
38378,140,6
38378,77130,7.75
38378,34635,8
38378,140620,7.5
38378,2381,4
38378,153938,6
38378,113294,6.5
38378,144733,8
38378,2398,4
38378,7854,4
38378,68448,6.5
38378,133473,7
38378,172386,9
38378,120677,8
38378,40849,8
38378,205059,6
38378,2921,1.5
38378,31594,6
38378,37380,6.75
38378,83330,5
38378,167791,6
38378,50,7
38378,128882,8.5
38378,15987,6.5
38378,55670,8.5
38378,28023,8
38378,123540,6
38378,36218,8
38378,891,5.5
38378,123260,6.5
38378,1917,4.5
38378,1406,2.5
38378,37759,6
38378,121408,6
38378,40834,6.5
38378,27627,5
38378,5782,5.4
38378,10630,8.5
38378,1927,2.5
38378,33160,7.25
38378,9609,8
38378,102794,6.5
38378,31627,9.25
38378,84876,8.5
38378,30380,7
38378,63888,7
38378,19857,7.25
38378,2452,3
38378,2453,5
38378,41114,7.75
38378,59294,8.5
38378,205637,8
38378,24480,7.1
38378,929,5.92
38378,2471,2
38378,100423,5.75
38378,129437,4
38378,39856,5
38378,2993,4
38378,926,4.5
38378,25417,8
38378,1465,8
38378,24508,8
38378,72125,8.5
38378,27588,8
38378,161417,7
38378,124361,8.5
38378,15818,7
38378,37111,8
38378,8217,7.25
38378,40398,5
38378,143693,8.5
38378,25554,7
38378,148949,7
38378,21241,6
38378,98778,7.25
38378,105551,6
38378,478,6.5
38378,96848,10
38378,20963,5.84
38378,45315,8.5
38378,13291,6.5
38378,147949,7
38378,28143,4.5
38378,166384,6.5
38378,31730,6.5
38378,168435,6.5
38378,29368,6
38378,155703,6
38378,127060,8.5
38378,97786,7
38378,13823,7
38378,13308,7
38378,18602,8
38378,30549,8
38834,9216,9
38834,9217,7
38834,39938,7
38834,3,7
38834,24068,8
38834,70149,8
38834,43015,7
38834,107529,8
38834,10,7
38834,11,8
38834,48726,6
38834,13,8
38834,12333,8
38834,22545,8
38834,18,7
38834,39683,8
38834,15364,8
38834,103343,3
38834,31260,7
38834,16986,6
38834,5,5
38834,73761,8
38834,1115,7
38834,100901,8
38834,39463,8
38834,41,9
38834,59946,6
38834,555,9
38834,125618,9
38834,46,9
38834,35677,7
38834,66098,8
38834,51,3
38834,54,7
38834,521,9
38834,181304,7
38834,40628,6
38834,2655,6
38834,164928,9
38834,8203,6
38834,25669,8
38834,104006,8
38834,71,6
38834,143884,8
38834,74,9
38834,147020,7
38834,43443,6.5
38834,25613,6
38834,201808,8
38834,137297,8
38834,36946,7
38834,127060,9
38834,129622,8
38834,1111,6
38834,88,5
38834,27225,7
38834,126042,10
38834,154203,7
38834,93,9
38834,120677,10
38834,16992,7
38834,27746,8
38834,51811,8
38834,146021,6
38834,171623,6
38834,6249,7
38834,43111,6
38834,2987,7
38834,97903,5
38834,112,6.5
38834,822,8
38834,116,7
38834,24181,7
38834,118,7
38834,22141,7
38834,163967,3
38834,163968,7.5
38834,3201,6
38834,66690,8
38834,20100,8
38834,278,8
38834,53953,7
38834,7717,8
38834,45,6
38834,63628,7
38834,12942,6
38834,122515,8
38834,14996,8.5
38834,158899,8
38834,150,7
38834,90137,9
38834,826,2
38834,122522,6
38834,69789,7
38834,157354,7
38834,171,6
38834,172,6
38834,173,8
38834,1198,6
38834,2223,7
38834,91312,10
38834,161970,6
38834,3955,7
38834,91536,5
38834,181,6
38834,37046,6
38834,136888,8
38834,27833,7
38834,699,7
38834,188,5
38834,9674,8
38834,172225,3
38834,34499,4
38834,134342,10
38834,117959,7
38834,108745,6
38834,193738,10
38834,28023,9
38834,13004,8
38834,50381,6
38834,1234,6
38834,126163,6
38834,178900,9
38834,12,10
38834,15062,7
38834,133848,6
38834,20551,7
38834,65244,8
38834,36218,10
38834,3076,8
38834,27173,7
38834,12002,6
38834,70323,8
38834,12692,6
38834,66362,7
38834,17133,8
38834,7805,8
38834,24439,8
38834,40692,8
38834,65781,9
38834,37111,7
38834,760,7
38834,31481,9
38834,136063,7.5
38834,102652,9
38834,42,6
38834,92415,7
38834,258,6
38834,21763,8
38834,148228,5
38834,1219,6
38834,70919,8
38834,62219,8
38834,176396,7
38834,2651,10
38834,1294,5
38834,111661,9
38834,172818,7
38834,139030,7
38834,102680,10
38834,47,8
38834,5404,8
38834,5405,8
38834,21790,7
38834,155426,9
38834,192291,9
38834,19237,8
38834,204583,7
38834,150312,7
38834,811,6
38834,97842,10
38834,10547,6
38834,2397,6
38834,823,7
38834,169786,6
38834,73439,6
38834,2653,7
38834,320,8
38834,1345,7
38834,325,9
38834,124742,7.5
38834,34119,10
38834,66188,8
38834,77130,7
38834,59959,7
38834,140620,9
38834,143693,8
38834,2807,6
38834,153938,6
38834,155987,7
38834,113294,6
38834,144733,6
38834,68448,10
38834,172386,7
38834,21348,8
38834,100423,8
38834,150376,8
38834,156009,7
38834,31594,7
38834,37380,7
38834,176494,8
38834,50,8
38834,8051,8
38834,131357,5
38834,55670,9
38834,127067,8
38834,171668,6
38834,21882,7
38834,92539,9
38834,123260,9
38834,143741,8
38834,37759,7
38834,40834,10
38834,5782,7
38834,10630,7
38834,1927,6
38834,33160,7
38834,9609,8
38834,102794,6
38834,31627,8
38834,84876,9
38834,30380,6
38834,63888,8
38834,19857,7
38834,915,6
38834,2452,6
38834,71721,7
38834,62871,4
38834,327,8
38834,173346,10
38834,41114,5
38834,9220,9
38834,11170,6
38834,161417,5
38834,2471,6
38834,34219,8
38834,133038,7
38834,129437,9
38834,432,5
38834,132531,9
38834,926,9
38834,438,7
38834,22345,8
38834,1465,5
38834,24508,6
38834,72125,5
38834,34635,9
38834,27588,7
38834,2453,9
38834,124361,8
38834,15818,6
38834,110327,10
38834,8217,6
38834,40398,6
38834,463,8
38834,25554,9
38834,148949,7
38834,21241,7
38834,22827,8
38834,98778,6
38834,475,7
38834,30869,9
38834,478,7
38834,20963,3
38834,45315,8
38834,13291,7
38834,119890,6
38834,28143,4
38834,166384,6
38834,31730,6
38834,29368,6
38834,155703,7
38834,503,8
38834,9209,8
38834,13823,7
38834,13308,7
38834,18602,10
38834,30549,7
41399,9216,4
41399,9217,7
41399,4098,6
41399,15363,9
41399,24068,8
41399,70149,8
41399,43015,5
41399,107529,6
41399,10,4
41399,11,4
41399,48726,4
41399,13,5
41399,12333,6
41399,54625,6
41399,22545,7
41399,18,8
41399,3,7
41399,1198,4
41399,103343,5
41399,31260,9
41399,66589,6
41399,2591,3
41399,432,5
41399,115746,5
41399,154203,5
41399,100901,8
41399,39463,1
41399,42,6
41399,555,8
41399,161970,7
41399,35677,5
41399,28720,8
41399,43570,4
41399,51,4
41399,38453,4
41399,54,6
41399,521,7
41399,181304,8
41399,72287,5
41399,176189,6
41399,164928,8
41399,121921,5
41399,17226,5
41399,8203,7
41399,25669,4
41399,104006,6
41399,20551,9
41399,177736,7
41399,176396,7
41399,74,6
41399,97207,7
41399,93260,8
41399,25613,7
41399,96848,7
41399,29368,4
41399,119890,8
41399,9209,7
41399,163412,8
41399,129622,6
41399,88,6
41399,126042,4
41399,1115,5
41399,93,8
41399,194655,6
41399,16992,6
41399,183394,8
41399,51811,7
41399,146021,3
41399,171623,7
41399,6249,6
41399,47,7
41399,43111,6
41399,2397,5
41399,128621,7
41399,77423,8
41399,112,5
41399,123540,6
41399,198773,5
41399,10547,4
41399,171131,7
41399,2425,5
41399,163967,7
41399,163968,9
41399,3201,3
41399,150658,6
41399,53953,4
41399,161417,6
41399,173346,8
41399,63628,7
41399,12942,7
41399,161936,7
41399,163602,7
41399,122515,6
41399,14996,6
41399,150,4
41399,90137,7
41399,826,5
41399,122522,6
41399,92828,7
41399,69789,7
41399,157354,7
41399,171,5
41399,173,5
41399,105134,7
41399,91312,6
41399,63888,7
41399,158899,7
41399,181,7
41399,37046,7
41399,124361,7
41399,136888,4
41399,27833,6
41399,188,6
41399,2651,10
41399,172225,5
41399,2243,6
41399,134342,8
41399,117959,5
41399,108745,7
41399,193738,8
41399,66188,5
41399,25292,2
41399,12493,6
41399,146508,7
41399,126163,7
41399,178900,8
41399,12,7
41399,15062,8
41399,215,6
41399,133848,6
41399,463,4
41399,65244,7
41399,36218,8
41399,3076,7
41399,7717,6
41399,104162,5
41399,209010,8
41399,42215,6
41399,170216,6
41399,66362,6
41399,17133,4
41399,143741,8
41399,160499,7
41399,40692,6
41399,65781,6
41399,37111,7
41399,760,5
41399,31481,5
41399,2655,5
41399,131835,5
41399,102652,4
41399,187645,5
41399,143884,7
41399,258,4
41399,205059,6
41399,113924,7
41399,54998,9
41399,1219,7
41399,70919,7
41399,21763,7
41399,127023,8
41399,62219,6
41399,182028,7
41399,66690,5
41399,1294,3
41399,111661,5
41399,157969,7
41399,172818,6
41399,102680,7
41399,14105,8
41399,2842,5
41399,54043,5
41399,5404,5
41399,5405,4
41399,21790,8
41399,155426,7
41399,124708,7
41399,1829,6
41399,4390,8
41399,204583,10
41399,146652,7
41399,175914,7
41399,22827,5
41399,97842,6
41399,90419,6
41399,15158,5
41399,823,7
41399,39683,7
41399,164153,7
41399,169786,7
41399,73439,5
41399,2653,7
41399,822,8
41399,5,7
41399,325,8
41399,124742,6
41399,34119,4
41399,6472,5
41399,77130,6
41399,34635,7
41399,140620,8
41399,143693,8
41399,153938,9
41399,113294,7
41399,101721,7
41399,144733,4
41399,7854,5
41399,68448,10
41399,133473,7
41399,172386,7
41399,120677,6
41399,40849,5
41399,150376,6
41399,156009,7
41399,31594,7
41399,37380,6
41399,176494,9
41399,167791,9
41399,50,5
41399,128882,8
41399,3955,3
41399,131357,6
41399,55670,7
41399,127067,4
41399,83330,5
41399,171668,7
41399,21882,9
41399,92539,5
41399,123260,7
41399,1917,5
41399,1406,2
41399,37759,6
41399,121408,7
41399,40834,6
41399,136063,6
41399,5782,6
41399,10630,6
41399,1927,4
41399,33160,5
41399,9609,5
41399,102794,7
41399,31627,6
41399,84876,7
41399,125618,4
41399,91536,7
41399,19857,5
41399,915,6
41399,2452,4
41399,70323,7
41399,62871,5
41399,41114,8
41399,59294,6
41399,205637,6
41399,24480,7
41399,127398,5
41399,2471,4
41399,100423,7
41399,133038,5
41399,129437,5
41399,39856,8
41399,2993,7
41399,132531,8
41399,438,6
41399,68425,6
41399,155068,4
41399,72125,8
41399,2163,6
41399,27588,6
41399,147020,5
41399,9674,7
41399,110327,8
41399,103885,7
41399,2511,4
41399,79828,5
41399,148949,9
41399,98778,7
41399,105551,4
41399,478,8
41399,201808,7
41399,20963,4
41399,45315,7
41399,327,8
41399,147949,8
41399,28143,6
41399,168435,7
41399,503,9
41399,127060,4
41399,13308,7
41399,18602,7
41399,30549,9
43932,9216,8
43932,9217,2
43932,39938,2
43932,15363,5
43932,9220,3
43932,5,9
43932,43015,2
