"Compiled from boardgamegeek.com by Matt Borthwick",gameID,rating
430,123260,7
430,1917,4
430,37759,7
430,432,7
430,121408,7
430,40834,5
430,27627,4
430,5782,7
430,10630,8
430,33160,7
430,9609,7
430,102794,7
430,31627,7
430,84876,6
430,30380,7
430,19857,4
430,915,4
430,2452,6
430,2453,6
430,59294,8
430,205637,9
430,24480,4
430,929,3
430,8098,7
430,110327,4
430,127398,6
430,2471,2
430,2987,5
430,133038,3
430,103343,7
430,39856,7
430,132531,7
430,521,7
430,438,6
430,25417,8
430,24508,6
430,72125,4
430,2243,6
430,71,3
430,27588,5
430,161417,6
430,147020,7
430,15818,5
430,37111,3
430,8217,5
430,40398,1
430,463,1
430,25554,6
430,79828,5
430,148949,8
430,21241,7
430,98778,8
430,105551,8
430,478,4
430,20963,6
430,2807,8
430,11170,7
430,12002,4
430,13291,5
430,119890,7
430,28143,6
430,166384,4
430,31730,6
430,168435,7
430,29368,7
430,503,7
430,127060,6
430,97786,7
430,13823,3
430,13308,6
430,18602,10
430,66589,7
430,30549,8
2044,9216,8
2044,51,7
2044,39938,7
2044,15363,7
2044,15364,7
2044,70149,7
2044,43015,8.5
2044,107529,7.5
2044,10,7
2044,11,7
2044,48726,7
2044,13,8
2044,12333,8
2044,37904,6
2044,22545,9
2044,18,7
2044,3,8
2044,7854,7
2044,3076,7
2044,27162,7
2044,103343,7
2044,31260,8
2044,66589,7.5
2044,2591,6
2044,73761,8
2044,115746,8
2044,138788,6
2044,100901,6.5
2044,39463,7
2044,41,7
2044,43570,8
2044,555,7
2044,111661,7.5
2044,46,7
2044,35677,7
2044,28720,8
2044,66098,7
2044,158899,7
2044,24439,9
2044,38453,7
2044,54,8
2044,521,9
2044,181304,8
2044,181,5
2044,164928,9
2044,121921,8
2044,8203,6.5
2044,25669,7
2044,104006,8
2044,20551,7
2044,143884,7
2044,74,5.5
2044,2651,7
2044,93260,7
2044,98,8
2044,590,5.5
2044,25613,6
2044,96848,7
2044,137297,8
2044,119890,10
2044,9209,9
2044,163412,7.5
2044,129622,8
2044,1111,5.5
2044,88,7
2044,27225,4
2044,126042,8
2044,154203,8
2044,93,8
2044,120677,7
2044,16992,7
2044,27746,6
2044,51811,8.5
2044,146021,7
2044,171623,8
2044,6249,8
2044,43111,7
2044,2397,6
2044,128621,6
2044,77423,7
2044,112,7
2044,123540,7.5
2044,21523,7
2044,116,8
2044,24181,7
2044,118,7
2044,105,7
2044,10547,7
2044,171131,7
2044,22141,7
2044,163967,7
2044,163968,7
2044,3201,7
2044,150658,7
2044,20100,7
2044,7717,8
2044,173346,9
2044,140,6.5
2044,161936,9
2044,163602,7
2044,122515,7
2044,14996,7
2044,30869,7
2044,150,8
2044,90137,7
2044,826,7.5
2044,122522,8
2044,97903,7
2044,92828,8
2044,69789,7
2044,157354,6
2044,171,7
2044,172,7.5
2044,173,6.5
2044,1198,8
2044,2223,5
2044,91312,7
2044,63888,5
2044,3955,6
2044,40628,7
2044,2987,6.5
2044,124361,8
2044,136888,7
2044,27833,7
2044,110327,8.5
2044,188,8
2044,36218,10
2044,198773,9
2044,53953,7
2044,4098,7
2044,34499,8
2044,134342,8
2044,117959,7
2044,108745,7
2044,193738,8
2044,66188,7
2044,13004,7
2044,12493,7.5
2044,147151,7
2044,146508,8
2044,1115,7
2044,126163,8
2044,178900,9
2044,30933,7
2044,15062,7
2044,2425,5
2044,65244,7
2044,25821,7
2044,27173,7
2044,104162,7
2044,209010,7
2044,42215,7
2044,70323,8
2044,66362,6
2044,1234,6.5
2044,7805,5
2044,42,7
2044,40692,8
2044,65781,8
2044,71721,7
2044,760,7
2044,31481,9
2044,2655,8
2044,136063,7
2044,102652,8
2044,187645,7
2044,258,6
2044,205059,8.5
2044,148228,9
2044,1219,6
2044,21763,5
2044,127023,7
2044,62219,6
2044,176396,8
2044,66690,8.5
2044,1294,6
2044,45,6
2044,157969,8
2044,172818,9
2044,278,7
2044,14105,8
2044,2842,6.5
2044,54043,9
2044,5404,8
2044,5405,7
2044,21790,7
2044,155426,6
2044,192291,8
2044,63268,7.5
2044,1829,7
2044,4390,7
2044,204583,7.5
2044,150312,7
2044,175914,7
2044,29368,7
2044,97842,7.5
2044,90419,7
2044,15158,6
2044,823,6
2044,39683,6
2044,164153,8
2044,169786,7
2044,73439,7.5
2044,394,8
2044,2653,7.5
2044,320,7.5
2044,1345,6
2044,5,7
2044,9217,8
2044,325,7.5
2044,124742,7
2044,6472,7
2044,68425,6.5
2044,77130,7
2044,34635,8
2044,140620,7
2044,143693,8
2044,22345,8
2044,15987,7
2044,155987,7
2044,113294,8
2044,101721,7
2044,144733,8
2044,2398,7
2044,822,7
2044,68448,8
2044,133473,8
2044,172386,7
2044,21348,7.5
2044,100423,7
2044,40849,8
2044,150376,6
2044,37380,7
2044,55660,7.5
2044,176494,9
2044,167791,8
2044,50,8
2044,128882,7
2044,8051,8
2044,131357,7
2044,28023,7
2044,155362,7
2044,21882,7
2044,92539,7
2044,123260,7
2044,1917,6
2044,1406,4
2044,37759,7
2044,432,8
2044,121408,8.5
2044,40834,8
2044,5782,7
2044,10630,7
2044,1927,6
2044,33160,7
2044,9609,8
2044,102794,8
2044,31627,8
2044,84876,8
2044,30380,6
2044,91536,8
2044,19857,7
2044,915,6
2044,2452,5.5
2044,2453,8
2044,62871,6.5
2044,41114,7
2044,9220,6
2044,205637,7
2044,24480,8
2044,929,6.5
2044,8098,7
2044,127398,8
2044,71,7
2044,43443,7
2044,133038,6
2044,129437,7
2044,39856,8
2044,2993,7
2044,132531,7
2044,59946,7.5
2044,926,7.5
2044,438,6.5
2044,25417,7
2044,1465,7
2044,155068,7
2044,72125,7
2044,27588,7
2044,147020,10
2044,9674,7.5
2044,37111,7
2044,103885,7
2044,463,10
2044,25554,7
2044,79828,8
2044,148949,8
2044,21241,6.5
2044,98778,7
2044,475,8
2044,478,7
2044,201808,8
2044,483,6
2044,2807,7
2044,11170,8
2044,45315,7
2044,12002,6
2044,147949,7
2044,28143,9
2044,166384,7
2044,31730,5.5
2044,168435,7
2044,8217,9
2044,155703,7
2044,503,8
2044,127060,7
2044,97786,7.5
2044,13823,7
2044,13308,6.5
2044,18602,7.5
2044,30549,7.5
3080,9216,8
3080,9217,7
3080,39938,7
3080,15363,10
3080,3076,8
3080,129622,6
3080,43015,7
3080,107529,7
3080,10,5
3080,11,8
3080,143884,7
3080,13,8
3080,12333,8
3080,54625,9
3080,18,8
3080,3,9
3080,148228,9
3080,27162,8
3080,103,6
3080,31260,10
3080,16986,6
3080,9220,8
3080,73761,6
3080,1115,6
3080,100901,5
3080,41,7
3080,42,8
3080,555,8
3080,161970,9
3080,46,7
3080,35677,4
3080,28720,5
3080,43570,8
3080,51,6
3080,38453,6
3080,54,8
3080,521,9
3080,181304,8
3080,72287,9
3080,27708,9
3080,176189,6
3080,164928,5
3080,121921,9
3080,8203,9
3080,36932,10
3080,25669,6
3080,104006,7
3080,71,7
3080,176396,8
3080,97207,8
3080,93260,7
3080,590,3
3080,105551,6
3080,96848,9
3080,137297,8
3080,119890,9
3080,9209,10
3080,163412,9
3080,48726,8
3080,1111,4
3080,88,6
3080,27225,5
3080,126042,6
3080,154203,8
3080,2653,7
3080,194655,9
3080,16992,6
3080,2083,4
3080,98,6
3080,171623,7
3080,6249,5
3080,43111,9
3080,163602,7
3080,2987,8
3080,77423,7
3080,123540,7
3080,15987,5
3080,116,6
3080,198773,8
3080,118,7
3080,105,9
3080,171131,7
3080,22141,6
3080,2425,4
3080,163967,7
3080,163968,7
3080,3201,10
3080,150658,7
3080,46213,7
3080,53953,9
3080,161417,6
3080,140,8
3080,12942,7
3080,161936,10
3080,122515,5
3080,14996,9
3080,5782,7
3080,90137,10
3080,826,5
3080,41114,9
3080,97903,4
3080,92828,8
3080,69789,8
3080,278,8
3080,157354,8
3080,171,7
3080,172,7
3080,173,5
3080,2223,3
3080,91312,6
3080,63888,4
3080,158899,7
3080,181,5
3080,37046,9
3080,136888,6
3080,103885,8
3080,188,7
3080,15818,9
3080,172225,7
3080,4098,5
3080,2243,5
3080,117959,8
3080,108745,7
3080,173346,10
3080,147151,9
3080,146508,10
3080,1234,6
3080,126163,10
3080,178900,8
3080,12,7
3080,15062,8
3080,215,5
3080,133848,7
3080,124708,10
3080,463,8
3080,65244,5
3080,27173,6
3080,104162,8
3080,209010,8
3080,42215,7
3080,170216,9
3080,70323,8
3080,66362,4
3080,143741,7
3080,160499,7
3080,40692,10
3080,71721,9
3080,760,5
3080,31481,9
3080,2655,10
3080,131835,7
3080,102652,8
3080,187645,9
3080,92415,10
3080,258,5
3080,205059,9
3080,113924,5
3080,54998,10
3080,70919,10
3080,21763,7
3080,127023,8
3080,62219,8
3080,182028,8
3080,1294,5
3080,45,9
3080,157969,8
3080,172818,8
3080,139030,6
3080,102680,7
3080,54043,9
3080,5404,7
3080,131357,8
3080,21790,6
3080,118048,8
3080,155426,7
3080,63268,6
3080,1829,6
3080,4390,7
3080,204583,9
3080,150312,9
3080,148949,5
3080,811,4
3080,97842,7
3080,2952,2
3080,2397,7
3080,823,7
3080,164153,9
3080,169786,7
3080,73439,8
3080,394,9
3080,320,6
3080,822,4
3080,205637,9
3080,124742,9
3080,34119,8
3080,6472,9
3080,63628,8
3080,17226,6
3080,34635,8
3080,140620,7
3080,143693,5
3080,22345,6
3080,24508,7
3080,153938,6
3080,113294,6
3080,101721,8
3080,144733,6
3080,68448,9
3080,133473,7
3080,21348,4
3080,120677,6
3080,150376,10
3080,31594,6
3080,37380,8
3080,176494,5
3080,167791,10
3080,50,7
3080,128882,7
3080,3955,3
3080,28023,10
3080,171668,7
3080,21882,4
3080,891,3
3080,123260,7
3080,1917,6
3080,1406,2
3080,136063,5
3080,432,8
3080,121408,6
3080,40834,6
3080,10630,5
3080,1927,5
3080,33160,7
3080,9609,9
3080,31627,7
3080,84876,8
3080,125618,7
3080,91536,5
3080,19857,8
3080,915,6
3080,12692,6
3080,2453,8
3080,62871,8
3080,327,7
3080,19237,8
3080,122522,8
3080,59294,8
3080,7805,4
3080,24480,7
3080,8098,4
3080,110327,9
3080,127398,8
3080,2471,3
3080,100423,9
3080,133038,9
3080,103343,10
3080,39856,10
3080,132531,7
3080,438,6
3080,25417,7
3080,155068,8
3080,72125,9
3080,2163,8
3080,27588,6
3080,147020,7
3080,9674,8
3080,37111,6
3080,8217,6
3080,2511,10
3080,79828,10
3080,36218,6
3080,21241,9
3080,98778,7
3080,478,8
3080,156129,7
3080,483,8
3080,11170,7
3080,45315,7
3080,27627,2
3080,28143,10
3080,166384,8
3080,168435,6
3080,29368,4
3080,155362,8
3080,155703,8
3080,503,8
3080,127060,4
3080,97786,8
3080,13823,8
3080,13308,6
3080,18602,5
3080,30549,9
3256,9216,9.2
3256,51,5
3256,39938,7
3256,3,6
3256,24068,9
3256,70149,10
3256,43015,8
3256,201808,9
3256,107529,9
3256,10,8
3256,11,6
3256,48726,8.2
3256,13,8
3256,12333,6
3256,54625,10
3256,37904,6
3256,22545,7
3256,18,8
3256,21523,7
3256,47,9.4
3256,15364,8
3256,27162,9.6
3256,31260,9.5
3256,16986,8
3256,2591,6
3256,73761,8
3256,1115,9
3256,138788,8
3256,100901,8.6
3256,39463,7
3256,41,7.9
3256,59946,9
3256,555,8
3256,125618,8.1
3256,46,5
3256,35677,9.2
3256,28720,9.7
3256,43570,8.8
3256,158899,7.5
3256,38453,8.4
3256,54,8
3256,59959,8
3256,40628,8
3256,2655,7
3256,27708,8
3256,176189,9
3256,147151,7.5
3256,164928,8.1
3256,17226,7
3256,8203,8
3256,119890,9.1
3256,25669,7
3256,104006,7
3256,20551,10
3256,177736,9.5
3256,74,5
3256,97207,8
3256,147020,8
3256,98,7
3256,590,5
3256,25613,7
3256,96848,8
3256,137297,7
3256,36946,5
3256,163412,9
3256,129622,7.5
3256,1111,6
3256,88,6
3256,27225,7
3256,126042,8
3256,154203,9
3256,93,8
3256,120677,7
3256,16992,5
3256,146021,8
3256,43111,8.7
3256,6249,7
3256,103,8
3256,163602,9
3256,77423,8.9
3256,112,9
3256,123540,8.2
3256,15987,8
3256,116,4
3256,24181,9.5
3256,118,7
3256,105,9.1
3256,10547,7
3256,171131,8
3256,22141,7
3256,163967,7
3256,163968,7
3256,3201,9
3256,150658,9.3
3256,20100,8
3256,46213,8
3256,53953,9
3256,7717,6
3256,155987,7
3256,63628,8.4
3256,12942,8
3256,161936,10
3256,122515,7.5
3256,14996,8.5
3256,30869,7
3256,150,6
3256,90137,8
3256,41114,8
3256,97903,8
3256,92828,8
3256,69789,8
3256,278,7
3256,157354,9
3256,171,7
3256,172,9.2
3256,173,6
3256,7854,8
3256,2223,5
3256,91312,8
3256,3955,9
3256,91536,8.9
3256,181,4
3256,37046,7
3256,136888,9
3256,27833,8.3
3256,110327,8
3256,188,6
3256,36218,7
3256,198773,7.5
3256,172225,6
3256,4098,7
3256,2243,4
3256,117959,7
3256,108745,9
3256,193738,8
3256,66188,8
3256,13004,8.3
3256,12493,9.5
3256,50381,6
3256,146508,9
3256,2163,10
3256,126163,8.5
3256,178900,8.5
3256,12,8
3256,15062,8
3256,24439,9.1
3256,133848,8
3256,2511,8.5
3256,25821,7
3256,3076,7
3256,27173,7
3256,104162,7
3256,209010,8
3256,42215,8
3256,170216,8
3256,70323,8
3256,826,7
3256,17133,7
3256,7805,7
3256,42,4
3256,40692,9.6
3256,71721,8
3256,760,8.3
3256,31481,7
3256,102652,8
3256,187645,8
3256,143884,8
3256,92415,7
3256,2651,8
3256,205059,9
3256,148228,7.9
3256,54998,8
3256,70919,9.1
3256,21763,8
3256,127023,8
3256,62219,6
3256,182028,8.5
3256,66690,8
3256,1294,4
3256,45,5
3256,172818,7.5
3256,139030,8
3256,102680,9.5
3256,2842,7
3256,54043,8
3256,5404,8
3256,5405,5
3256,21790,8.6
3256,155426,9.3
3256,192291,8.5
3256,521,9.4
3256,19237,6
3256,4390,8
3256,204583,8
3256,150312,8
3256,65244,8
3256,175914,7
3256,29368,8
3256,97842,9.2
3256,90419,8.8
3256,2397,6
3256,823,8
3256,39683,7
3256,66362,8
3256,73439,9
3256,2653,7
3256,320,6
3256,822,7
3256,9217,7
3256,325,8
3256,34119,7
3256,6472,9
3256,25417,8.9
3256,77130,8
3256,34635,8.3
3256,140620,7
3256,2381,5
3256,22345,9.1
3256,2807,7
3256,153938,8
3256,34219,8.6
3256,113294,9
3256,101721,9.4
3256,144733,8
3256,68448,9
3256,133473,8
3256,172386,9.5
3256,100423,8
3256,40849,8.5
3256,2921,4
3256,31594,8
3256,37380,7
3256,55660,7
3256,83330,8
3256,167791,9.5
3256,50,9
3256,128882,9
3256,8051,9
3256,131357,3
3256,55670,8
3256,28023,7
3256,171668,9
3256,21882,9
3256,92539,8.7
3256,123260,7.5
3256,143741,8.5
3256,1406,5
3256,136063,7.5
3256,432,7.5
3256,121408,8.8
3256,40834,8
3256,5782,8.3
3256,10630,10
3256,1927,5
3256,33160,7
3256,9609,4
3256,102794,9.6
3256,169786,9
3256,84876,10
3256,30380,7
3256,63888,8
3256,19857,8
3256,915,7
3256,2453,7
3256,62871,6
3256,327,8
3256,173346,9.6
3256,129437,8
3256,59294,8
3256,24480,9
3256,138161,7.5
3256,8098,7
3256,127398,8
3256,2471,5
3256,2987,7
3256,133038,9
3256,463,6
3256,39856,7
3256,2993,8
3256,132531,8.8
3256,438,8
3256,68425,8
3256,24508,8.5
3256,72125,10
3256,475,7
3256,71,10
3256,27588,7
3256,124361,9
3256,9674,8
3256,37111,8
3256,103885,9
3256,40398,6
3256,143693,8.5
3256,25554,8
3256,79828,7
3256,148949,8
3256,9209,7
3256,98778,9
3256,105551,7
3256,478,8
3256,156129,8
3256,483,5
3256,45315,9
3256,12002,9.1
3256,27627,7
3256,147949,8
3256,28143,8
3256,31730,7
3256,168435,9
3256,8217,8.9
3256,155362,8
3256,155703,8.5
3256,127060,8.2
3256,97786,9.5
3256,13823,8
3256,13308,7
3256,18602,8
3256,66589,8.2
3256,30549,9.2
3557,9217,10
3557,39938,7
3557,3,8
3557,24068,8
3557,70149,8
3557,43015,7
3557,107529,7
3557,10,7
3557,11,7
3557,143884,8
3557,13,8
3557,18,6
3557,21523,8
3557,90137,8
3557,27162,8
3557,31260,10
3557,16986,8
3557,9220,7
3557,73761,8
3557,2651,10
3557,138788,6
3557,100901,7
3557,39463,8
3557,41,8
3557,42,8
3557,555,9
3557,125618,6
3557,70323,7
3557,35677,9
3557,28720,9
3557,43570,8
3557,51,8
3557,38453,10
3557,54,8
3557,59959,8
3557,181304,8
3557,2655,8
3557,164928,8
3557,121921,7
3557,8203,7
3557,119890,6
3557,25669,7
3557,104006,8
3557,20551,9
3557,12,8
3557,74,6
3557,147020,8
3557,590,5
3557,25613,9
3557,96848,10
